Words, Inverted Index 
know, 1, 2, 3, 4, 8, 11, 13, 15, 18, 19, 20, 25, 26, 29, 30, 32, 33, 38, 43, 47, 50 
far, 2, 35, 37, 5, 7, 39, 10, 46, 47, 16, 18, 22, 23, 25, 26, 28, 29, 30 
know AND far, 2, 47 
know OR far, 1, 2, 3, 4, 8, 11, 13, 15, 18, 19, 20, 25, 26, 29, 30, 32, 33, 35, 37, 5, 7, 38, 39, 10, 43, 46, 47, 16, 18, 22, 23, 25, 26, 28, 29, 30 
NOT know, 5, 6, 7, 9, 10, 12, 14, 16, 17, 21, 22, 23, 24, 27, 28, 31, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 48, 49 
NOT far, 1, 3, 4, 6, 8, 9, 11, 12, 13, 14, 15, 17, 19, 20, 21, 24, 27, 31, 32, 33, 34, 36, 38, 40, 41, 42, 43, 44, 45, 48, 49, 50 
