Words, Inverted Index 
would, 32, 1, 38, 14, 47, 16, 19, 22 
change, 1, 25 
only, 1, 8, 10, 42, 14, 15, 47, 48, 23, 30 
sure, 1, 47, 23 
think, 32, 1, 3, 4, 35, 39, 10, 42, 30 
wa, 1, 4, 8, 12, 15, 16, 19, 20, 23, 24, 25, 26, 30, 31, 32, 33, 34, 35, 36, 43, 47, 48 
true, 16, 1, 26 
dwell, 2, 50, 15 
lone, 2, 15, 46, 31 
house, 32, 33, 2, 4, 13, 45, 46, 20 
vanish, 2, 28 
man, 32, 33, 2, 4, 43, 12, 14, 18, 23, 24, 26, 31 
summer, 2, 36, 38, 13, 24 
ago, 24, 2, 37, 30 
leave, 2, 4, 9, 11, 12, 13, 16, 17, 19, 20, 23, 24, 26, 28, 29, 30, 31, 32, 37, 38, 39, 40, 42, 43, 46 
trace, 2, 39 
cellar, 33, 2 
wall, 33, 2, 36, 5, 39, 9, 41, 42, 25, 29, 31 
daylight, 2 
fall, 2, 38, 40, 44, 13, 20, 22, 24, 29 
purple, 2 
stem, 2 
wild, 2, 49, 25, 28, 29, 30 
raspberri, 2 
grow, 2, 7, 50, 15 
ruin, 2 
fence, 2 
grape, 2, 29 
vine, 2 
shield, 2 
wood, 32, 2, 38, 13, 47, 16, 19, 20, 24, 25, 26, 28, 31 
come, 2, 3, 4, 5, 7, 8, 9, 13, 15, 16, 22, 23, 24, 25, 28, 31, 32, 35, 36, 37, 38, 40, 45, 47, 49 
now, 2, 12, 5 
field, 2, 5, 14, 20, 22, 27, 30, 31 
orchard, 2, 10 
ha, 33, 2, 38, 39, 42, 15, 22, 23, 26 
cop, 2 
new, 25, 2, 20 
woodcock, 2 
chop, 2, 22 
footpaths, 2 
well, 2, 35, 40, 15, 18, 19, 20, 21, 25, 26 
heal, 2 
strange, 2, 43, 4, 30 
each, 2, 31 
heart, 2, 4, 7, 21, 22, 23, 25, 29, 31 
abode, 2 
far, 2, 35, 37, 5, 7, 39, 10, 46, 47, 16, 18, 22, 23, 25, 26, 28, 29, 30 
apart, 2, 21 
disuse, 2 
forget, 2, 34, 8, 12, 26 
road, 2, 4, 7, 41, 43, 47, 28 
dust, 2, 36, 38, 11, 30 
bath, 9, 2 
told, 2 
night, 33, 2, 4, 39, 8, 9, 10, 40, 14, 15, 46 
black, 2 
bat, 2, 14 
tumble, 2 
dart, 2, 10 
whippoorwil, 2 
shout, 2, 37, 41, 49, 22 
hush, 2, 13, 49, 20, 22, 27, 29 
clock, 2 
flutter, 2, 44, 30 
hear, 32, 2, 35, 38, 10, 20, 22, 26, 27 
begin, 2, 26, 29 
enough, 32, 25, 2, 48 
full, 2, 14, 30 
time, 32, 2, 36, 41, 46, 24, 25, 28 
say, 32, 2, 35, 38, 39, 8, 43, 13, 45, 15, 16, 48, 50, 21, 23, 28, 30 
hi, 33, 2, 4, 39, 41, 43, 44, 14, 16, 22, 23, 24, 25, 26, 30 
before, 2, 3, 36, 12, 44, 15, 48, 23, 26, 28 
arrive, 2 
small, 32, 2, 34, 36, 12 
dim, 2, 22 
star, 33, 2, 6, 39, 15 
mute, 2, 14 
folk, 2 
share, 2 
unit, 8, 2 
place, 32, 2, 6, 12, 14, 15, 50, 20, 21, 23 
stone, 41, 2, 28 
low, 16, 2, 32, 7 
limb, 2, 22 
doubtless, 2, 39 
bear, 2, 4, 43, 50, 22, 23 
name, 38, 2, 35, 22 
moss, 25, 2 
may, 32, 2, 35, 4, 12, 46, 47, 48, 19, 23, 29 
tireless, 48, 2 
sad, 2, 5, 11, 45, 30 
though, 2, 12, 16, 20, 22, 26 
two, 2, 4, 36, 7, 13, 48, 17, 24, 30 
close, 32, 2, 5, 13, 50, 22, 27 
keep, 32, 33, 2, 10, 48, 18, 25, 31 
last, 32, 2, 5, 42, 14, 15, 22, 23, 26, 31 
lad, 2 
none, 2, 37, 12, 13, 22, 25, 30 
among, 2, 26, 14 
sing, 2, 38, 45, 22, 27, 28 
yet, 32, 2, 4, 36, 6, 39, 12, 23, 30 
view, 2, 36, 22, 31 
thing, 33, 2, 37, 38, 39, 45, 14, 15, 22, 24, 30, 31 
sweet, 2, 12, 14, 16, 19, 22 
companion, 2 
sorrow, 24, 3 
autumn, 3, 4, 20 
rain, 9, 34, 3, 28 
beauty, 3, 22, 39 
love, 3, 4, 37, 6, 39, 8, 40, 10, 19, 23, 28, 30, 31 
bare, 32, 3, 44, 5 
either, 3, 37, 42, 14, 30, 31 
walk, 11, 35, 3, 41 
sodden, 3 
pasteur, 32, 3, 42, 44, 22, 25 
lane, 3 
pleasure, 10, 3, 30 
let, 32, 3, 4, 47, 16, 27, 30, 31 
stay, 3, 39, 50, 20, 26 
talk, 35, 3, 36, 41, 50 
fain, 3, 23, 15 
list, 8, 3, 15 
glad, 3, 45, 30, 39 
bird, 3, 5, 38, 8, 10, 44, 45, 15, 48, 20, 27, 28, 30 
go, 3, 5, 7, 9, 11, 13, 15, 20, 22, 23, 24, 26, 28, 29, 31, 32, 36, 37, 38, 40, 41, 42, 46, 47, 49, 50 
simple, 32, 3, 39, 10, 12, 22 
bad, 32, 3 
gray, 46, 25, 3, 30 
silver, 3, 4, 20, 44 
ll, 3, 30 
mist, 3, 37, 15, 29, 30 
devil, 3, 36 
desert, 3 
fade, 3, 37, 5, 11, 15 
earth, 3, 39, 40, 18, 22, 25 
heavy, 33, 3, 5, 15 
sky, 49, 42, 3, 4 
truly, 3 
eye, 33, 3, 4, 6, 14, 25, 26 
vex, 3 
reason, 3, 31 
yesterday, 3 
learn, 3, 46 
november, 3 
snow, 32, 33, 34, 3, 37, 6, 7, 8, 9, 39, 22, 24, 28, 30, 31 
vain, 3, 28, 23 
tell, 32, 3, 35, 43, 46, 15, 16, 21, 25 
good, 32, 3, 43, 45, 22 
pray, 3, 13 
stranger, 32, 4 
door, 33, 4, 9, 13, 46, 50, 20 
eve, 4, 20 
speak, 35, 4, 13, 49, 19, 21, 22, 30 
bridegroom, 4 
fair, 24, 4, 20, 30 
green, 19, 4 
white, 4, 6, 40, 9, 10, 18, 50, 22 
stick, 9, 4, 37 
hand, 33, 4, 43, 13, 48, 19, 20, 24, 25 
burden, 4 
care, 4, 45, 13, 22, 26 
ask, 32, 4, 13, 15 
lip, 4 
shelter, 4 
look, 32, 33, 4, 8, 41, 43, 16, 17, 18, 20, 25, 31 
afar, 49, 4, 21, 14 
without, 32, 4, 36, 6, 19, 20, 22 
window, 35, 4, 7, 8, 9, 15, 48, 50, 27 
light, 33, 4, 8, 14, 15, 46, 21, 22, 26 
porch, 4 
us, 32, 4, 7, 10, 12, 13, 47, 17, 20, 21, 22, 29 
question, 11, 4, 38, 31 
wooden, 4 
litter, 4, 13 
yard, 32, 4 
burri, 4 
blue, 4, 5, 43, 18, 25 
ye, 40, 4 
winter, 8, 33, 4 
wind, 4, 6, 7, 8, 12, 13, 27, 28, 29, 30 
within, 32, 4, 39, 8, 13, 20 
bride, 4 
dusk, 4 
along, 33, 4, 36, 40, 14, 24, 29 
bent, 4, 44 
fire, 4, 46, 7 
face, 18, 4, 42, 15 
rise, 28, 4, 13, 14 
red, 4 
glow, 11, 4 
coal, 4 
thought, 32, 4, 5, 39, 8, 49, 22 
desire, 4 
weary, 43, 4 
case, 33, 4, 21, 23 
gold, 19, 4, 22 
pin, 4 
little, 4, 8, 11, 48, 22, 25 
give, 32, 33, 4, 8, 9, 10, 46, 47, 22, 23 
dole, 4 
bread, 4, 47 
our, 4 
heartfelt, 4 
prayer, 4, 12 
poor, 4, 47 
god, 4, 10, 21, 22, 23, 26, 30 
rich, 4 
whether, 32, 4, 7, 49, 26 
harbor, 4 
woe, 4, 22 
bridal, 4 
heedless, 5 
aftermath, 5 
smooth, 40, 5 
lay, 32, 5, 19, 20, 25 
like, 32, 33, 37, 5, 6, 40, 9, 10, 14, 47, 18, 20, 24, 28, 30 
thatch, 5 
dew, 13, 44, 5, 15 
half, 5, 37, 8, 43, 25, 26 
garden, 13, 5 
path, 5 
grind, 5 
whip, 5 
sober, 5 
tangle, 5, 30 
weed, 8, 5, 40, 37 
and, 33, 5, 13 
word, 35, 5, 38, 13, 49, 21, 23 
beside, 32, 5, 11, 44, 19, 20, 25 
stand, 33, 5, 41, 10, 43, 13, 16, 22, 25 
leaf, 5, 29 
linger, 5 
brown, 9, 5 
disturb, 33, 5 
doubt, 32, 5, 7, 44, 22, 26, 28 
softly, 5 
rattle, 9, 5, 46 
end, 5, 41, 10, 21, 22, 31 
pick, 32, 12, 5 
remain, 18, 5 
after, 5, 31 
flower, 35, 5, 38, 8, 9, 10, 11, 12, 13, 44, 15, 19, 22, 24, 25, 28, 30, 31 
carry, 43, 5, 23 
countless, 6 
congress, 6 
tumult, 6 
flow, 9, 6 
shape, 24, 12, 6 
tall, 41, 12, 6, 14 
wintry, 6 
blow, 34, 37, 6, 16, 23, 28, 31 
keen, 6 
fate, 30, 6, 22 
faster, 6 
step, 26, 6 
rest, 34, 43, 44, 6 
india, 6 
dawn, 18, 20, 6 
neither, 6 
hate, 24, 32, 6 
miners, 6 
marble, 6 
gift, 19, 6 
sight, 40, 6 
work, 40, 7 
pelt, 7 
chamber, 7 
east, 19, 28, 7 
whisper, 25, 19, 7 
sort, 43, 7 
bark, 7 
beast, 7 
cost, 16, 7 
inward, 7 
struggle, 7 
ah, 31, 30, 7 
count, 7 
strength, 23, 7 
child, 25, 7 
asleep, 7 
subdue, 7 
mark, 8, 7 
cold, 7 
creep, 31, 7 
die, 14, 7 
length, 7 
drift, 31, 7 
pile, 14, 7 
dockyard, 7 
unload, 7 
till, 32, 7, 39, 50, 21, 22 
even, 33, 37, 22, 7 
comfort, 7 
barn, 7 
ti, 7, 13, 16, 21, 22 
arms, 33, 7 
save, 7, 23, 25, 30, 31 
yourself, 21, 7 
unpaid, 7 
lover, 8 
frost, 8, 33, 29 
veil, 8 
melt, 8, 9 
noon, 8, 29 
caged, 8 
yellow, 8, 43 
hang, 8, 32, 30 
tune, 8 
pane, 8, 33 
could, 32, 35, 8, 11, 12, 23, 30 
help, 8, 32 
pass, 36, 8, 44, 13, 48, 22 
concern, 8, 33 
ice, 8, 9 
dead, 37, 8, 47, 49, 18, 24, 30, 31 
sigh, 8 
sill, 8, 35, 15 
sash, 8 
shake, 39, 8, 44, 16, 18 
wit, 8, 22 
lie, 32, 8, 42, 24, 31 
perchance, 8 
prevail, 8, 14 
win, 8, 30, 23 
flight, 8, 46, 39 
fidelity, 8 
glass, 8, 9, 48, 13 
warm, 8, 32 
stove, 8, 33 
lean, 8, 25, 35, 36 
said, 8 
naught, 8, 49, 22 
more, 8, 11, 29, 22 
under, 8 
mile, 8 
loud, 9, 38 
southwest, 9 
bring, 33, 34, 9, 14, 15, 49, 23, 30 
singer, 9, 13, 38 
fester, 9 
burn, 39, 40, 9, 12, 18, 25, 29 
dream, 9, 14, 16, 48, 19, 22, 30 
make, 38, 39, 9, 10, 11, 42, 14, 48, 49, 50, 19, 20, 21, 22, 23, 24, 26, 29, 30 
settle, 9 
bank, 9, 30 
steam, 9 
beneath, 32, 9 
what, 9, 43, 45, 46, 25 
hermit, 9 
crucify, 9 
burst, 9 
narrow, 9 
stall, 9 
swing, 9, 23 
picture, 9 
run, 37, 9, 42, 44, 49, 20, 24, 26 
page, 9 
scatter, 9, 12 
poem, 9 
floor, 9, 50, 13 
poet, 9 
oh, 36, 10, 13, 21, 28 
uncertain, 10 
harvest, 10 
spring, 32, 10, 38 
year, 25, 10, 26, 28 
not, 33, 39, 10, 44, 13, 50, 22, 23, 29 
el, 10, 29 
ghost, 10, 37 
happy, 10, 30 
bee, 10, 35, 28 
swarm, 10 
dilate, 10 
round, 32, 33, 10, 45 
perfect, 10 
suddenly, 10, 26 
above, 10, 29, 30 
method, 10 
thrust, 41, 10, 36 
need, 32, 10, 26, 39 
bill, 10 
blossom, 10 
mid, 10, 38 
air, 10, 12, 13, 14, 44, 50, 25, 30 
the, 33, 37, 10, 14, 15, 16, 46, 22, 23, 24, 25, 28, 29, 30 
reserve, 10 
sanction, 10 
fulfil, 10 
way, 37, 40, 11, 43, 13, 47, 17, 29 
gaunt, 11 
grey, 11 
roam, 11 
dumb, 11 
because, 11, 20, 47 
gay, 11, 47 
take, 37, 11, 17, 22, 24, 25 
age, 33, 11, 28 
measure, 50, 11 
worth, 32, 25, 11 
treasury, 11 
satyr, 12 
meadow, 12 
sun, 32, 33, 39, 43, 12, 18, 19, 22, 25, 29, 30 
jewel, 12, 37 
circle, 12, 14, 39 
wider, 12 
around, 41, 12 
quit, 32, 40, 12 
exclude, 12 
breath, 25, 18, 12, 33 
temple, 12 
heat, 19, 43, 12, 37 
bow, 35, 12, 31 
right, 12, 23 
worship, 12 
thousand, 32, 12 
oris, 19, 12 
grass, 12, 30 
every, 32, 39, 12, 13, 15, 48 
second, 12 
spear, 33, 12 
seem, 32, 36, 43, 12, 45, 14, 48, 19, 28, 29, 30 
tip, 12 
wing, 12, 30, 39 
color, 12 
atmosphere, 12 
rays, 43, 12 
spot, 12 
genet, 12 
favour, 12 
obtain, 12 
grace, 12, 31 
hour, 32, 35, 12, 14, 19, 29 
confuse, 12 
lack, 19, 13, 22 
seemingly, 13 
mistress, 13 
master, 13 
plaster, 13 
fashion, 32, 13 
mary, 13 
wonder, 50, 13, 22, 47 
owner, 13 
answer, 13 
must, 32, 13, 16, 21, 22, 24, 27, 29 
want, 32, 13, 22 
join, 20, 13 
coldly, 13 
repose, 13 
boldly, 13 
knock, 13 
echo, 13 
beggar, 13 
rose, 13, 30 
errand, 13, 23 
disclose, 13 
best, 13 
real, 13 
heroic, 13, 22 
maid, 13 
unlucky, 13 
gain, 13, 39 
gather, 33, 13, 22, 28, 30 
loose, 13 
entertain, 13 
very, 13, 22, 47 
much, 32, 35, 37, 45, 13, 15, 18 
support, 13 
missile, 13 
shine, 32, 13 
grant, 13 
silent, 27, 13, 14 
boon, 13 
specter, 43, 14 
move, 14 
babcock, 14 
lightly, 44, 14 
enter, 16, 14 
stubble, 42, 14 
labor, 19, 14 
voice, 50, 15, 22, 14 
late, 33, 42, 14 
antiphoni, 14 
afterglow, 14 
moon, 32, 33, 14, 18, 20 
sit, 32, 33, 39, 14, 17, 26 
side, 24, 14 
first, 35, 36, 14, 22, 30 
lose, 40, 50, 14 
amid, 18, 14 
alike, 14 
oppose, 18, 14 
prevent, 14 
shadow, 14, 22 
hawk, 25, 14 
people, 14 
heaven, 43, 22, 14, 39 
vague, 14 
unearthed, 14 
cry, 23, 14, 22 
flung, 14 
headlong, 14 
fierce, 14 
than, 14 
anti, 14 
dimly, 14 
secret, 14 
pirouett, 14 
seek, 37, 44, 14, 16, 18, 20, 21, 22, 26, 31 
endless, 14 
purblind, 14 
hast, 14 
swallow, 16, 14 
sweep, 14 
grasp, 14, 30 
abyss, 14 
odor, 30, 14, 15 
rustle, 14 
advent, 14 
on, 33, 43, 14, 20, 22, 25, 30 
inter, 14 
instrument, 49, 14 
try, 48, 17, 14 
twice, 14 
thrice, 14 
worn, 14 
book, 14 
golden, 14, 23 
song, 37, 14, 15, 16, 25, 28 
read, 34, 14, 22 
fresh, 28, 14, 22 
memory, 14, 22 
absent, 14 
line, 49, 28, 14 
shall, 14, 50, 22, 26, 28 
greet, 44, 14, 22 
young, 32, 44, 47, 15 
dwelt, 16, 15 
vale, 15 
men, 15 
ring, 24, 26, 15 
maiden, 15 
pale, 19, 15 
whose, 29, 15 
garment, 15 
trail, 26, 15 
across, 20, 15 
reed, 15 
kind, 43, 15 
bloom, 28, 38, 15 
sound, 33, 38, 15, 19, 22, 23, 26 
room, 48, 33, 39, 15 
outer, 33, 15 
single, 20, 44, 15 
often, 15 
moment, 32, 44, 38, 15 
west, 28, 30, 15 
almost, 33, 15 
fly, 42, 28, 44, 15 
vainly, 15 
listen, 50, 35, 20, 15 
withdraw, 16, 32, 44 
forest, 16, 49, 29 
ponder, 16 
strong, 16, 44 
pensive, 16 
head, 16, 50, 35 
dare, 16, 20, 22 
footstep, 16 
stray, 16 
undo, 16 
wrong, 16 
near, 16, 24, 33 
behind, 32, 16, 20, 21, 26, 28 
bough, 32, 16, 20, 25, 28 
outside, 16 
pang, 16 
call, 32, 35, 41, 43, 44, 16, 49, 29 
doe, 16, 33 
aid, 16 
aloof, 16 
wake, 16, 22 
proof, 16 
prove, 32, 17 
mistaken, 32, 17 
sometime, 17, 50, 43 
wayside, 17 
nook, 17 
mischief, 17 
vagrant, 17 
search, 17 
feel, 32, 17, 26, 19 
forsaken, 17 
tire, 18 
mankind, 18 
he, 41, 18, 47 
slope, 32, 18 
cattle, 18 
lawn, 18 
toll, 18 
julie, 25, 18 
unseen, 18 
define, 18 
home, 24, 18, 31 
farther, 18 
grave, 18 
hill, 36, 39, 41, 18, 22, 25, 28, 31 
live, 49, 18 
which, 18 
mind, 18, 22 
arm, 18, 39, 23 
lo, 18, 31 
hillside, 18 
aglow, 18 
smell, 18, 39 
bruised, 18 
plant, 49, 18, 43, 22 
crater, 18 
ant, 18 
never, 32, 39, 47, 48, 50, 19, 28 
scythe, 19 
ground, 41, 44, 19, 24, 31 
perhaps, 19, 47 
cometh, 32, 36, 42, 43, 19, 24, 26 
ill, 19, 22 
self, 19 
any, 19 
truth, 19, 45 
weak, 19, 37 
earnest, 19 
scale, 19 
row, 19 
point, 19, 36 
spike, 42, 19 
scare, 33, 50, 19 
bright, 19 
snake, 19 
fact, 19 
hay, 19 
dry, 42, 20, 28, 44 
pail, 25, 20 
brook, 20, 37 
both, 20 
excuse, 20 
chill, 20 
meet, 20, 36, 23 
slowly, 43, 20 
barren, 40, 20 
pus, 32, 43, 20 
some, 20 
hide, 24, 20, 21 
ready, 20 
laughter, 20, 22 
soon, 32, 20 
ere, 40, 27, 20 
note, 20 
slender, 20 
tinel, 20 
drop, 20 
float, 20 
pool, 20 
pearl, 20 
blade, 41, 20 
tea, 21 
flout, 21 
gait, 21 
someone, 25, 35, 21 
really, 21 
piti, 21 
require, 21 
later, 21 
inspire, 42, 21 
understand, 21, 23 
friend, 32, 41, 21, 22 
babe, 21 
play, 24, 25, 21 
brave, 22 
slay, 22 
dissembl, 22 
surprise, 32, 22 
valor, 22 
reign, 22 
parade, 22 
sword, 22 
wide, 46, 22 
asphodel, 22 
fore, 48, 50, 22 
utmost, 22 
reward, 22 
whole, 32, 22 
shatter, 28, 22 
dye, 22, 30 
verdure, 22 
wise, 50, 22 
angel, 22 
host, 22 
ó, 25, 22 
bind, 22 
distant, 22 
break, 33, 29, 22, 30 
wave, 22, 30 
cliff, 22 
top, 22 
proclaim, 22 
soul, 22, 30 
birth, 40, 22 
trial, 32, 22 
exist, 22 
obscure, 22 
spirit, 22 
troop, 22 
stream, 22 
cross, 32, 22 
counter, 22 
ear, 22 
suggest, 22 
leiter, 22 
sacrifice, 22, 23 
discern, 22 
gladly, 22 
swimmer, 22 
contour, 22 
roll, 22 
toward, 43, 22 
throne, 22 
speed, 37, 22 
devote, 22 
respect, 22 
life, 22, 30 
eastward, 22 
beyond, 32, 22, 30 
tenderly, 22 
extent, 32, 22 
supreme, 22 
press, 22 
naked, 22 
uttermost, 22 
tale, 25, 22 
honor, 22 
nobler, 22 
death, 24, 43, 22, 23 
whirl, 32, 22, 30 
agony, 22 
strife, 22 
choose, 22 
pure, 22 
admit, 22 
choice, 50, 22 
earthly, 22, 39 
assent, 22 
awe, 22 
claim, 22 
use, 22 
therefrom, 22 
mystic, 22 
link, 22 
matter, 28, 22, 23 
essence, 22 
greatly, 22, 23 
clear, 28, 22, 39 
wrack, 22 
somehow, 22 
wholly, 22 
strip, 32, 22 
pride, 22 
pain, 22 
crush, 28, 22 
douglas, 23 
bid, 23 
royal, 23 
robert, 23 
bruce, 23 
lid, 23 
loyalty, 23 
command, 25, 23 
spain, 23 
war, 23 
victory, 23 
moor, 23 
courage, 23 
endure, 23 
strike, 23 
intend, 23 
charge, 33, 23 
battle, 44, 23 
foe, 23 
sore, 23 
beset, 23 
fight, 23 
passage, 23 
body, 24, 40, 23 
safe, 23 
signal, 23 
deed, 23 
wear, 24, 23 
chain, 24, 23 
fling, 23 
plain, 23 
follow, 23 
perish, 23 
hopeless, 23 
redoubt, 23 
might, 23 
swift, 28, 23 
gleam, 23 
angry, 23 
brand, 23 
scorn, 42, 23 
demand, 23 
equal, 32, 23 
pluck, 24 
cast, 24 
guide, 24 
feather, 24 
bed, 24, 37 
sleep, 33, 48, 24, 26, 31 
nigh, 24 
draw, 24, 32, 36 
keenly, 24 
epi, 24 
knelt, 24 
perils, 24 
glitter, 24 
afraid, 24, 48 
burrow, 24 
morrow, 24, 29 
ely, 24, 28 
remember, 33, 35, 37, 24, 30 
recognize, 24 
dread, 24 
spoil, 24 
pan, 25 
skin, 25 
hair, 25 
fill, 25, 45, 33 
valley, 25 
zephyr, 25, 30 
pipe, 25 
height, 25 
country, 32, 25 
smoke, 25 
roof, 25, 33 
stamp, 25 
hoof, 25, 28 
peace, 25 
feed, 25 
salt, 25 
steer, 25 
homespun, 25 
click, 25 
toss, 25, 50, 27, 30 
hard, 25, 49 
teach, 25 
world, 25, 28, 39, 31 
reach, 25 
sylvan, 25 
sign, 25 
jay, 25 
speech, 32, 25 
music, 25 
less, 36, 49, 50, 25, 28, 29, 31 
power, 25, 43 
stir, 25, 27 
fruit, 25, 42, 29 
frail, 25 
cluster, 25, 29 
aimless, 25 
pagan, 25 
mirth, 25 
term, 25 
travel, 25, 31 
joy, 26, 50 
demon, 26 
hunt, 26 
fail, 26 
heardóal, 26 
instead, 26, 47 
mock, 26, 47 
utterly, 26 
are, 26 
allow, 26 
laugh, 49, 26 
brush, 26 
dirt, 26 
mean, 32, 41, 26, 50 
fool, 26, 42 
catch, 26, 35 
check, 26 
pretend, 26 
thereof, 26 
loss, 33, 27 
marsh, 27 
resume, 27 
early, 40, 27, 38 
storm, 28 
cloud, 50, 28 
forlorn, 28 
myriads, 28 
quart, 28 
lift, 28 
print, 34, 28, 39 
roadside, 28 
wet, 28, 44 
expend, 28 
themselves, 28, 45 
tear, 28 
despair, 28 
numberless, 28 
although, 28 
vasili, 28 
gale, 28 
org, 28 
bruit, 28 
shallow, 28 
water, 28, 37 
afloat, 28 
gown, 28 
shod, 28 
brooch, 28 
breast, 28, 45, 44 
goldenrod, 28 
helm, 28 
swell, 28 
sea, 28 
return, 28, 46 
ancient, 28 
shell, 28 
fera, 28 
again, 28 
rout, 28 
doctor, 29 
mild, 29 
risen, 29 
wast, 29 
crow, 29 
form, 29 
brief, 29 
over, 29 
begun, 29 
rule, 29 
release, 29 
retard, 29 
gentle, 29, 30 
merchant, 29 
amethyst, 29 
sake, 29 
already, 29 
lost, 29 
thine, 30 
fond, 30 
taft, 30 
assault, 30 
fright, 30 
thee, 30 
oft, 48, 30 
flee, 30 
mourn, 30 
shut, 30, 39 
river, 30 
forever, 30 
since, 43, 30 
glance, 30 
dazed, 30 
dalliance, 30 
precipice, 30 
limp, 30 
wreath, 30 
dance, 30 
soft, 40, 30 
regret, 30 
thou, 30 
didst, 30 
trotter, 30 
wander, 43, 30 
high, 30 
great, 48, 36, 30 
careless, 30 
clasp, 30 
fear, 32, 43, 30, 39 
snatch, 30 
eager, 30 
urgent, 30 
conspiracy, 30 
rife, 30 
languor, 30 
surg, 30 
dizzy, 30 
three, 32, 30 
gem, 30 
wand, 30 
distraught, 30 
sidelong, 30 
cheek, 30 
reckless, 50, 30 
touch, 30 
eat, 42, 30 
went, 31 
climb, 32, 43, 31 
descend, 31 
oak, 31 
scrape, 31 
crust, 31 
muddy, 31 
longer, 31 
hither, 31 
thither, 31 
witch, 31 
hazel, 31 
foot, 32, 41, 50, 31 
whither, 31 
treason, 31 
yield, 31 
accept, 31 
season, 31 
city, 32 
foliage, 32, 37 
drive, 32, 35, 45 
wait, 32 
button, 32 
coat, 32, 43 
christmas, 32 
sell, 32 
fir, 32 
balsam, 32 
church, 32 
spire, 32 
hadn, 32 
tempt, 32 
car, 32 
ind, 32 
except, 32 
refuse, 32 
profit, 32 
growth, 32 
market, 32 
all, 32 
12, 32 
courtesy, 32 
short, 32 
hope, 32 
mine, 32 
there, 32, 34 
agent, 32, 43 
î, 32, 35, 43 
i, 32, 35 
cut, 32, 49, 44 
you, 32, 43 
dont, 32, 41, 35 
expect, 32 
ism, 32, 43 
clump, 32, 33 
solitary, 32 
latter, 32 
nod, 32 
eyes, 32 
lovely, 32 
buyers, 32 
modern, 32 
that, 32 
south, 32 
north, 32 
a, 32, 33 
apiece, 32 
soften, 32 
thirty, 32 
dollar, 32 
certain, 32 
cent, 32 
figure, 32, 36 
13, 32 
write, 32 
pay, 32 
regular, 32 
vestry, 32 
sunday, 32 
school, 32 
didn, 32, 35, 47 
couldn, 32 
letter, 32 
canst, 32, 33 
send, 32 
therewith, 32 
merry, 32 
darkly, 33 
thin, 33 
empty, 33 
gaze, 33 
lamp, 33, 46 
tilt, 33 
creak, 33 
barrel, 33 
familiar, 33 
roar, 33 
crack, 33 
branch, 33 
common, 33 
beat, 33, 43, 49 
box, 33 
quiet, 33 
consigne, 33 
better, 33 
ici, 33 
log, 33 
shift, 33 
jolt, 33 
farm, 33 
countryside, 33 
it, 33 
patch, 34 
corner, 34 
guess, 34 
paper, 34, 37 
speck, 34 
grime, 34 
overspread, 34 
news, 34, 43 
iv, 34 
when, 35 
have, 35 
stalk, 35, 44 
aloud, 35 
gate, 42, 36 
mingle, 40, 36 
footprints, 36 
paradol, 36 
deep, 36 
smile, 36, 47 
prejudice, 36 
afterward, 36 
past, 49, 36, 38, 39 
pas, 36 
june, 37 
rope, 37 
