Words, Inverted Index 
know, 1, 2, 3, 4, 8, 11, 13, 15, 18, 19, 20, 25, 26, 29, 30, 32, 33, 38, 43, 47, 50 
far, 1, 2, 35, 37, 5, 7, 39, 10, 46, 47, 16, 18, 22, 23, 25, 26, 28, 29, 30 
know AND far, 1, 2 
know OR far, 1, 2, 3, 4, 8, 11, 13, 15, 18, 19, 20, 25, 26, 29, 30, 32, 33, 35, 37, 5, 7, 38, 39, 10, 43 
