Words, Inverted Index 
leave, 1, 4, 9, 11, 12, 13, 16, 17, 19, 20, 23, 24, 26, 28, 29, 30, 31, 32, 37, 38, 39, 40, 42, 43, 46 
come, 1, 2, 3, 4, 5, 7, 8, 9, 13, 15, 16, 22, 23, 24, 25, 28, 31, 32, 35, 36, 37, 38, 40, 45, 47, 49 
come AND leave, 1, 4, 9, 13, 16, 23, 24, 28, 31, 32, 37, 38, 40 
come OR leave, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19, 20, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 42, 43, 45, 46 
